,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223
image_547.tiff,0.9161962,0.7756062,0.63888747,0.6471518,0.41285494,0.35778743,0.37368783,0.31498775,0.3374604,0.35790238,0.33258218,0.22187038,0.21172448,0.24900737,0.2996635,0.25304818,0.28450996,0.12760995,0.12738173,0.094562225,0.09428039,0.11829949,0.11560302,0.12749143,0.17271231,0.06380014,0.05833015,0.08256272,0.06297173,0.060416184,0.054074384,0.053671,0.038367383,0.055115163,0.113651216,0.028717337,0.06570315,0.07369454,0.10247336,0.024337122,0.036525134,0.05177408,0.028791182,0.035171025,0.04483409,0.022948056,0.016241645,0.023904374,0.011139064,0.014824426,0.019831488,0.015676303,0.029100474,0.03565045,0.022519398,0.02478788,0.018944835,0.020621128,0.028942376,0.011580269,0.0077705528,0.0062127695,0.009200274,0.008775568,0.009202264,0.010040207,0.008777387,0.025712894,0.020331038,0.016522665,0.010170154,0.018177232,0.028009372,0.01781432,0.015092342,0.015680123,0.02478822,0.032551434,0.018804774,0.02282092,0.025084103,0.01648571,0.012234086,0.013654539,0.008327563,0.007576762,0.008393378,0.0076277857,0.0052107833,0.006088968,0.0054960963,0.0065050335,0.008484523,0.009553666,0.010615285,0.008706967,0.008762696,0.007323741,0.005171369,0.0059862165,0.0075047547,0.007421739,0.007605033,0.0074364217,0.007531143,0.0071475976,0.0064960564,0.0062416773,0.008121574,0.0066811973,0.009698765,0.00828975,0.009275115,0.0077611404,0.00823186,0.005554713,0.004947318,0.0058269794,0.007485631,0.0080230385,0.007824491,0.0066475254,0.00826177,0.007820874,0.006979463,0.008255726,0.006799384,0.0067943423,0.0062132394,0.0091883745,0.009025945,0.007034156,0.008777354,0.0083602965,0.0058686766,0.00501427,0.007409153,0.0060221953,0.005630489,0.007251863,0.006824276,0.0071347537,0.0077293306,0.006811647,0.006531664,0.007169414,0.0053529516,0.005462265,0.0066794143,0.006615277,0.006380205,0.006326813,0.008334712,0.0077862395,0.0064586964,0.008857839,0.00681456,0.0069433586,0.0064906576,0.007980523,0.007868631,0.00946338,0.00940411,0.01004839,0.010983637,0.009961525,0.0069193006,0.008732436,0.010192527,0.010514687,0.008827348,0.008351862,0.010468263,0.008889383,0.008889709,0.008012834,0.00833505,0.0098781055,0.011555126,0.0104634585,0.009619168,0.010456997,0.010584528,0.011341508,0.010650256,0.010165864,0.010838074,0.009730831,0.010132717,0.009862389,0.01082625,0.010237347,0.010226555,0.011091996,0.009767695,0.010187426,0.011211993,0.012188744,0.01137473,0.010298373,0.011648011,0.008983796,0.011716558,0.009338804,0.011901376,0.011010927,0.011854007,0.011699273,0.010435139,0.009985312,0.010156646,0.009838691,0.00849532,0.011029398,0.010271583,0.010130257,0.011326392,0.0101054115,0.010458959,0.009649462,0.009090366,0.008137493,0.008702341,0.009127662
